Ref_Date,GEO,DON,Value
2012,"Regina, Saskatchewan","Percentage of persons with total income $35,000 and over",55
2012,"Regina, Saskatchewan","Percentage of persons with total income $50,000 and over",38
2012,"Regina, Saskatchewan","Percentage of persons with total income $75,000 and over",19
2012,"Regina, Saskatchewan","Percentage of persons with total income $100,000 and over",10
2012,"Yorkton, Saskatchewan",Number of persons,19080
2012,"Yorkton, Saskatchewan",Percentage of persons aged 0 to 24 years,31
2012,"Yorkton, Saskatchewan",Percentage of persons aged 25 to 44 years,25
2012,"Yorkton, Saskatchewan",Percentage of persons aged 45 to 64 years,26
2012,"Yorkton, Saskatchewan",Percentage of persons aged 65 years and over,19
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $15,000 and over",82
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $25,000 and over",62
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $35,000 and over",47
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $50,000 and over",28
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $75,000 and over",13
2012,"Yorkton, Saskatchewan","Percentage of persons with total income $100,000 and over",6
2012,"Moose Jaw, Saskatchewan",Number of persons,35390
2012,"Moose Jaw, Saskatchewan",Percentage of persons aged 0 to 24 years,31
2012,"Moose Jaw, Saskatchewan",Percentage of persons aged 25 to 44 years,25
2012,"Moose Jaw, Saskatchewan",Percentage of persons aged 45 to 64 years,27
2012,"Moose Jaw, Saskatchewan",Percentage of persons aged 65 years and over,18
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $15,000 and over",81
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $25,000 and over",63
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $35,000 and over",49
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $50,000 and over",31
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $75,000 and over",15
2012,"Moose Jaw, Saskatchewan","Percentage of persons with total income $100,000 and over",7
2012,"Swift Current, Saskatchewan",Number of persons,21370
2012,"Swift Current, Saskatchewan",Percentage of persons aged 0 to 24 years,33
2012,"Swift Current, Saskatchewan",Percentage of persons aged 25 to 44 years,24
2012,"Swift Current, Saskatchewan",Percentage of persons aged 45 to 64 years,26
2012,"Swift Current, Saskatchewan",Percentage of persons aged 65 years and over,17
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $15,000 and over",82
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $25,000 and over",62
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $35,000 and over",47
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $50,000 and over",29
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $75,000 and over",14
2012,"Swift Current, Saskatchewan","Percentage of persons with total income $100,000 and over",7
2012,"Saskatoon, Saskatchewan",Number of persons,266670
2012,"Saskatoon, Saskatchewan",Percentage of persons aged 0 to 24 years,33
2012,"Saskatoon, Saskatchewan",Percentage of persons aged 25 to 44 years,30
2012,"Saskatoon, Saskatchewan",Percentage of persons aged 45 to 64 years,25
2012,"Saskatoon, Saskatchewan",Percentage of persons aged 65 years and over,12
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $15,000 and over",81
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $25,000 and over",66
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $35,000 and over",53
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $50,000 and over",36
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $75,000 and over",18
2012,"Saskatoon, Saskatchewan","Percentage of persons with total income $100,000 and over",9
2012,"North Battleford, Saskatchewan",Number of persons,20790
2012,"North Battleford, Saskatchewan",Percentage of persons aged 0 to 24 years,35
2012,"North Battleford, Saskatchewan",Percentage of persons aged 25 to 44 years,25
2012,"North Battleford, Saskatchewan",Percentage of persons aged 45 to 64 years,25
2012,"North Battleford, Saskatchewan",Percentage of persons aged 65 years and over,15
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $15,000 and over",80
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $25,000 and over",63
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $35,000 and over",48
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $50,000 and over",29
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $75,000 and over",14
2012,"North Battleford, Saskatchewan","Percentage of persons with total income $100,000 and over",7
2012,"Prince Albert, Saskatchewan",Number of persons,42940
2012,"Prince Albert, Saskatchewan",Percentage of persons aged 0 to 24 years,38
2012,"Prince Albert, Saskatchewan",Percentage of persons aged 25 to 44 years,25
2012,"Prince Albert, Saskatchewan",Percentage of persons aged 45 to 64 years,24
2012,"Prince Albert, Saskatchewan",Percentage of persons aged 65 years and over,13
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $15,000 and over",79
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $25,000 and over",61
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $35,000 and over",47
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $50,000 and over",30
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $75,000 and over",15
2012,"Prince Albert, Saskatchewan","Percentage of persons with total income $100,000 and over",6
2012,"Estevan, Saskatchewan",Number of persons,14600
2012,"Estevan, Saskatchewan",Percentage of persons aged 0 to 24 years,34
2012,"Estevan, Saskatchewan",Percentage of persons aged 25 to 44 years,30
2012,"Estevan, Saskatchewan",Percentage of persons aged 45 to 64 years,24
2012,"Estevan, Saskatchewan",Percentage of persons aged 65 years and over,12
2012,"Estevan, Saskatchewan","Percentage of persons with total income $15,000 and over",85
2012,"Estevan, Saskatchewan","Percentage of persons with total income $25,000 and over",73
2012,"Estevan, Saskatchewan","Percentage of persons with total income $35,000 and over",61
2012,"Estevan, Saskatchewan","Percentage of persons with total income $50,000 and over",46
2012,"Estevan, Saskatchewan","Percentage of persons with total income $75,000 and over",29
2012,"Estevan, Saskatchewan","Percentage of persons with total income $100,000 and over",17
2012,"Lloydminster, Saskatchewan part",Number of persons,16210
2012,"Lloydminster, Saskatchewan part",Percentage of persons aged 0 to 24 years,40
2012,"Lloydminster, Saskatchewan part",Percentage of persons aged 25 to 44 years,35
2012,"Lloydminster, Saskatchewan part",Percentage of persons aged 45 to 64 years,19
2012,"Lloydminster, Saskatchewan part",Percentage of persons aged 65 years and over,7
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $15,000 and over",83
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $25,000 and over",70
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $35,000 and over",57
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $50,000 and over",41
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $75,000 and over",22
2012,"Lloydminster, Saskatchewan part","Percentage of persons with total income $100,000 and over",11
2012,"Non CMA-CA, Saskatchewan",Number of persons,402920
2012,"Non CMA-CA, Saskatchewan",Percentage of persons aged 0 to 24 years,35
2012,"Non CMA-CA, Saskatchewan",Percentage of persons aged 25 to 44 years,22
2012,"Non CMA-CA, Saskatchewan",Percentage of persons aged 45 to 64 years,26
2012,"Non CMA-CA, Saskatchewan",Percentage of persons aged 65 years and over,17
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $15,000 and over",76
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $25,000 and over",56
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $35,000 and over",43
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $50,000 and over",27
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $75,000 and over",13
2012,"Non CMA-CA, Saskatchewan","Percentage of persons with total income $100,000 and over",6
2012,"Medicine Hat, Alberta",Number of persons,74090
2012,"Medicine Hat, Alberta",Percentage of persons aged 0 to 24 years,32
2012,"Medicine Hat, Alberta",Percentage of persons aged 25 to 44 years,27
2012,"Medicine Hat, Alberta",Percentage of persons aged 45 to 64 years,27
2012,"Medicine Hat, Alberta",Percentage of persons aged 65 years and over,15
2012,"Medicine Hat, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Medicine Hat, Alberta","Percentage of persons with total income $25,000 and over",63
2012,"Medicine Hat, Alberta","Percentage of persons with total income $35,000 and over",50
2012,"Medicine Hat, Alberta","Percentage of persons with total income $50,000 and over",35
2012,"Medicine Hat, Alberta","Percentage of persons with total income $75,000 and over",19
2012,"Medicine Hat, Alberta","Percentage of persons with total income $100,000 and over",10
2012,"Brooks, Alberta",Number of persons,24890
2012,"Brooks, Alberta",Percentage of persons aged 0 to 24 years,37
2012,"Brooks, Alberta",Percentage of persons aged 25 to 44 years,32
2012,"Brooks, Alberta",Percentage of persons aged 45 to 64 years,22
2012,"Brooks, Alberta",Percentage of persons aged 65 years and over,10
2012,"Brooks, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Brooks, Alberta","Percentage of persons with total income $25,000 and over",66
2012,"Brooks, Alberta","Percentage of persons with total income $35,000 and over",54
2012,"Brooks, Alberta","Percentage of persons with total income $50,000 and over",34
2012,"Brooks, Alberta","Percentage of persons with total income $75,000 and over",18
2012,"Brooks, Alberta","Percentage of persons with total income $100,000 and over",9
2012,"Lethbridge, Alberta",Number of persons,111430
2012,"Lethbridge, Alberta",Percentage of persons aged 0 to 24 years,35
2012,"Lethbridge, Alberta",Percentage of persons aged 25 to 44 years,27
2012,"Lethbridge, Alberta",Percentage of persons aged 45 to 64 years,24
2012,"Lethbridge, Alberta",Percentage of persons aged 65 years and over,15
2012,"Lethbridge, Alberta","Percentage of persons with total income $15,000 and over",80
2012,"Lethbridge, Alberta","Percentage of persons with total income $25,000 and over",61
2012,"Lethbridge, Alberta","Percentage of persons with total income $35,000 and over",47
2012,"Lethbridge, Alberta","Percentage of persons with total income $50,000 and over",30
2012,"Lethbridge, Alberta","Percentage of persons with total income $75,000 and over",14
2012,"Lethbridge, Alberta","Percentage of persons with total income $100,000 and over",7
2012,"Okotoks, Alberta",Number of persons,30790
2012,"Okotoks, Alberta",Percentage of persons aged 0 to 24 years,37
2012,"Okotoks, Alberta",Percentage of persons aged 25 to 44 years,29
2012,"Okotoks, Alberta",Percentage of persons aged 45 to 64 years,25
2012,"Okotoks, Alberta",Percentage of persons aged 65 years and over,9
2012,"Okotoks, Alberta","Percentage of persons with total income $15,000 and over",81
2012,"Okotoks, Alberta","Percentage of persons with total income $25,000 and over",68
2012,"Okotoks, Alberta","Percentage of persons with total income $35,000 and over",58
2012,"Okotoks, Alberta","Percentage of persons with total income $50,000 and over",45
2012,"Okotoks, Alberta","Percentage of persons with total income $75,000 and over",28
2012,"Okotoks, Alberta","Percentage of persons with total income $100,000 and over",17
2012,"High River, Alberta",Number of persons,14410
2012,"High River, Alberta",Percentage of persons aged 0 to 24 years,29
2012,"High River, Alberta",Percentage of persons aged 25 to 44 years,26
2012,"High River, Alberta",Percentage of persons aged 45 to 64 years,26
2012,"High River, Alberta",Percentage of persons aged 65 years and over,19
2012,"High River, Alberta","Percentage of persons with total income $15,000 and over",81
2012,"High River, Alberta","Percentage of persons with total income $25,000 and over",65
2012,"High River, Alberta","Percentage of persons with total income $35,000 and over",52
2012,"High River, Alberta","Percentage of persons with total income $50,000 and over",34
2012,"High River, Alberta","Percentage of persons with total income $75,000 and over",18
2012,"High River, Alberta","Percentage of persons with total income $100,000 and over",9
2012,"Calgary, Alberta",Number of persons,1260180
2012,"Calgary, Alberta",Percentage of persons aged 0 to 24 years,32
2012,"Calgary, Alberta",Percentage of persons aged 25 to 44 years,33
2012,"Calgary, Alberta",Percentage of persons aged 45 to 64 years,26
2012,"Calgary, Alberta",Percentage of persons aged 65 years and over,10
2012,"Calgary, Alberta","Percentage of persons with total income $15,000 and over",80
2012,"Calgary, Alberta","Percentage of persons with total income $25,000 and over",66
2012,"Calgary, Alberta","Percentage of persons with total income $35,000 and over",56
2012,"Calgary, Alberta","Percentage of persons with total income $50,000 and over",41
2012,"Calgary, Alberta","Percentage of persons with total income $75,000 and over",24
2012,"Calgary, Alberta","Percentage of persons with total income $100,000 and over",15
2012,"Strathmore, Alberta",Number of persons,15390
2012,"Strathmore, Alberta",Percentage of persons aged 0 to 24 years,35
2012,"Strathmore, Alberta",Percentage of persons aged 25 to 44 years,28
2012,"Strathmore, Alberta",Percentage of persons aged 45 to 64 years,25
2012,"Strathmore, Alberta",Percentage of persons aged 65 years and over,13
2012,"Strathmore, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Strathmore, Alberta","Percentage of persons with total income $25,000 and over",67
2012,"Strathmore, Alberta","Percentage of persons with total income $35,000 and over",55
2012,"Strathmore, Alberta","Percentage of persons with total income $50,000 and over",39
2012,"Strathmore, Alberta","Percentage of persons with total income $75,000 and over",22
2012,"Strathmore, Alberta","Percentage of persons with total income $100,000 and over",11
2012,"Canmore, Alberta",Number of persons,12530
2012,"Canmore, Alberta",Percentage of persons aged 0 to 24 years,26
2012,"Canmore, Alberta",Percentage of persons aged 25 to 44 years,34
2012,"Canmore, Alberta",Percentage of persons aged 45 to 64 years,30
2012,"Canmore, Alberta",Percentage of persons aged 65 years and over,11
2012,"Canmore, Alberta","Percentage of persons with total income $15,000 and over",84
2012,"Canmore, Alberta","Percentage of persons with total income $25,000 and over",70
2012,"Canmore, Alberta","Percentage of persons with total income $35,000 and over",57
2012,"Canmore, Alberta","Percentage of persons with total income $50,000 and over",40
2012,"Canmore, Alberta","Percentage of persons with total income $75,000 and over",22
2012,"Canmore, Alberta","Percentage of persons with total income $100,000 and over",13
2012,"Red Deer, Alberta",Number of persons,96860
2012,"Red Deer, Alberta",Percentage of persons aged 0 to 24 years,34
2012,"Red Deer, Alberta",Percentage of persons aged 25 to 44 years,31
2012,"Red Deer, Alberta",Percentage of persons aged 45 to 64 years,24
2012,"Red Deer, Alberta",Percentage of persons aged 65 years and over,11
2012,"Red Deer, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Red Deer, Alberta","Percentage of persons with total income $25,000 and over",66
2012,"Red Deer, Alberta","Percentage of persons with total income $35,000 and over",54
2012,"Red Deer, Alberta","Percentage of persons with total income $50,000 and over",39
2012,"Red Deer, Alberta","Percentage of persons with total income $75,000 and over",22
2012,"Red Deer, Alberta","Percentage of persons with total income $100,000 and over",12
2012,"Sylvan Lake, Alberta",Number of persons,13980
2012,"Sylvan Lake, Alberta",Percentage of persons aged 0 to 24 years,38
2012,"Sylvan Lake, Alberta",Percentage of persons aged 25 to 44 years,33
2012,"Sylvan Lake, Alberta",Percentage of persons aged 45 to 64 years,22
2012,"Sylvan Lake, Alberta",Percentage of persons aged 65 years and over,7
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $25,000 and over",69
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $35,000 and over",59
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $50,000 and over",45
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $75,000 and over",28
2012,"Sylvan Lake, Alberta","Percentage of persons with total income $100,000 and over",17
2012,"Lacombe, Alberta",Number of persons,15530
2012,"Lacombe, Alberta",Percentage of persons aged 0 to 24 years,36
2012,"Lacombe, Alberta",Percentage of persons aged 25 to 44 years,26
2012,"Lacombe, Alberta",Percentage of persons aged 45 to 64 years,25
2012,"Lacombe, Alberta",Percentage of persons aged 65 years and over,13
2012,"Lacombe, Alberta","Percentage of persons with total income $15,000 and over",81
2012,"Lacombe, Alberta","Percentage of persons with total income $25,000 and over",66
2012,"Lacombe, Alberta","Percentage of persons with total income $35,000 and over",54
2012,"Lacombe, Alberta","Percentage of persons with total income $50,000 and over",38
2012,"Lacombe, Alberta","Percentage of persons with total income $75,000 and over",22
2012,"Lacombe, Alberta","Percentage of persons with total income $100,000 and over",12
2012,"Camrose, Alberta",Number of persons,19610
2012,"Camrose, Alberta",Percentage of persons aged 0 to 24 years,31
2012,"Camrose, Alberta",Percentage of persons aged 25 to 44 years,24
2012,"Camrose, Alberta",Percentage of persons aged 45 to 64 years,26
2012,"Camrose, Alberta",Percentage of persons aged 65 years and over,19
2012,"Camrose, Alberta","Percentage of persons with total income $15,000 and over",83
2012,"Camrose, Alberta","Percentage of persons with total income $25,000 and over",64
2012,"Camrose, Alberta","Percentage of persons with total income $35,000 and over",50
2012,"Camrose, Alberta","Percentage of persons with total income $50,000 and over",34
2012,"Camrose, Alberta","Percentage of persons with total income $75,000 and over",18
2012,"Camrose, Alberta","Percentage of persons with total income $100,000 and over",9
2012,"Edmonton, Alberta",Number of persons,1176150
2012,"Edmonton, Alberta",Percentage of persons aged 0 to 24 years,32
2012,"Edmonton, Alberta",Percentage of persons aged 25 to 44 years,31
2012,"Edmonton, Alberta",Percentage of persons aged 45 to 64 years,25
2012,"Edmonton, Alberta",Percentage of persons aged 65 years and over,12
2012,"Edmonton, Alberta","Percentage of persons with total income $15,000 and over",82
2012,"Edmonton, Alberta","Percentage of persons with total income $25,000 and over",67
2012,"Edmonton, Alberta","Percentage of persons with total income $35,000 and over",56
2012,"Edmonton, Alberta","Percentage of persons with total income $50,000 and over",41
2012,"Edmonton, Alberta","Percentage of persons with total income $75,000 and over",23
2012,"Edmonton, Alberta","Percentage of persons with total income $100,000 and over",12
2012,"Lloydminster, Alberta part",Number of persons,20380
2012,"Lloydminster, Alberta part",Percentage of persons aged 0 to 24 years,35
2012,"Lloydminster, Alberta part",Percentage of persons aged 25 to 44 years,32
2012,"Lloydminster, Alberta part",Percentage of persons aged 45 to 64 years,24
2012,"Lloydminster, Alberta part",Percentage of persons aged 65 years and over,10
2012,"Lloydminster, Alberta part","Percentage of persons with total income $15,000 and over",85
2012,"Lloydminster, Alberta part","Percentage of persons with total income $25,000 and over",72
2012,"Lloydminster, Alberta part","Percentage of persons with total income $35,000 and over",61
2012,"Lloydminster, Alberta part","Percentage of persons with total income $50,000 and over",47
2012,"Lloydminster, Alberta part","Percentage of persons with total income $75,000 and over",30
2012,"Lloydminster, Alberta part","Percentage of persons with total income $100,000 and over",18
2012,"Cold Lake, Alberta",Number of persons,17680
2012,"Cold Lake, Alberta",Percentage of persons aged 0 to 24 years,39
2012,"Cold Lake, Alberta",Percentage of persons aged 25 to 44 years,34
2012,"Cold Lake, Alberta",Percentage of persons aged 45 to 64 years,21
2012,"Cold Lake, Alberta",Percentage of persons aged 65 years and over,6
2012,"Cold Lake, Alberta","Percentage of persons with total income $15,000 and over",84
2012,"Cold Lake, Alberta","Percentage of persons with total income $25,000 and over",72
2012,"Cold Lake, Alberta","Percentage of persons with total income $35,000 and over",62
2012,"Cold Lake, Alberta","Percentage of persons with total income $50,000 and over",50
2012,"Cold Lake, Alberta","Percentage of persons with total income $75,000 and over",28
2012,"Cold Lake, Alberta","Percentage of persons with total income $100,000 and over",16
2012,"Grande Prairie, Alberta",Number of persons,65730
2012,"Grande Prairie, Alberta",Percentage of persons aged 0 to 24 years,38
2012,"Grande Prairie, Alberta",Percentage of persons aged 25 to 44 years,35
2012,"Grande Prairie, Alberta",Percentage of persons aged 45 to 64 years,20
2012,"Grande Prairie, Alberta",Percentage of persons aged 65 years and over,6
2012,"Grande Prairie, Alberta","Percentage of persons with total income $15,000 and over",84
2012,"Grande Prairie, Alberta","Percentage of persons with total income $25,000 and over",71
2012,"Grande Prairie, Alberta","Percentage of persons with total income $35,000 and over",61
2012,"Grande Prairie, Alberta","Percentage of persons with total income $50,000 and over",46
2012,"Grande Prairie, Alberta","Percentage of persons with total income $75,000 and over",28
2012,"Grande Prairie, Alberta","Percentage of persons with total income $100,000 and over",16
2012,"Wood Buffalo, Alberta",Number of persons,75190
2012,"Wood Buffalo, Alberta",Percentage of persons aged 0 to 24 years,34
2012,"Wood Buffalo, Alberta",Percentage of persons aged 25 to 44 years,41
2012,"Wood Buffalo, Alberta",Percentage of persons aged 45 to 64 years,23
2012,"Wood Buffalo, Alberta",Percentage of persons aged 65 years and over,2
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $15,000 and over",87
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $25,000 and over",79
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $35,000 and over",72
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $50,000 and over",63
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $75,000 and over",50
2012,"Wood Buffalo, Alberta","Percentage of persons with total income $100,000 and over",39
2012,"Wetaskiwin, Alberta",Number of persons,15470
2012,"Wetaskiwin, Alberta",Percentage of persons aged 0 to 24 years,32
2012,"Wetaskiwin, Alberta",Percentage of persons aged 25 to 44 years,25
2012,"Wetaskiwin, Alberta",Percentage of persons aged 45 to 64 years,25
2012,"Wetaskiwin, Alberta",Percentage of persons aged 65 years and over,18
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $15,000 and over",81
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $25,000 and over",60
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $35,000 and over",46
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $50,000 and over",31
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $75,000 and over",15
2012,"Wetaskiwin, Alberta","Percentage of persons with total income $100,000 and over",7
2012,"Non CMA-CA, Alberta",Number of persons,704920
2012,"Non CMA-CA, Alberta",Percentage of persons aged 0 to 24 years,36
2012,"Non CMA-CA, Alberta",Percentage of persons aged 25 to 44 years,25
2012,"Non CMA-CA, Alberta",Percentage of persons aged 45 to 64 years,26
2012,"Non CMA-CA, Alberta",Percentage of persons aged 65 years and over,13
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $15,000 and over",79
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $25,000 and over",61
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $35,000 and over",49
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $50,000 and over",35
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $75,000 and over",19
2012,"Non CMA-CA, Alberta","Percentage of persons with total income $100,000 and over",10
2012,"Cranbrook, British Columbia",Number of persons,25470
2012,"Cranbrook, British Columbia",Percentage of persons aged 0 to 24 years,28
2012,"Cranbrook, British Columbia",Percentage of persons aged 25 to 44 years,23
2012,"Cranbrook, British Columbia",Percentage of persons aged 45 to 64 years,31
2012,"Cranbrook, British Columbia",Percentage of persons aged 65 years and over,18
2012,"Cranbrook, British Columbia","Percentage of persons with total income $15,000 and over",79
2012,"Cranbrook, British Columbia","Percentage of persons with total income $25,000 and over",61
2012,"Cranbrook, British Columbia","Percentage of persons with total income $35,000 and over",47
2012,"Cranbrook, British Columbia","Percentage of persons with total income $50,000 and over",31
2012,"Cranbrook, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Cranbrook, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Penticton, British Columbia",Number of persons,42050
2012,"Penticton, British Columbia",Percentage of persons aged 0 to 24 years,23
2012,"Penticton, British Columbia",Percentage of persons aged 25 to 44 years,20
2012,"Penticton, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Penticton, British Columbia",Percentage of persons aged 65 years and over,26
2012,"Penticton, British Columbia","Percentage of persons with total income $15,000 and over",77
2012,"Penticton, British Columbia","Percentage of persons with total income $25,000 and over",54
2012,"Penticton, British Columbia","Percentage of persons with total income $35,000 and over",39
2012,"Penticton, British Columbia","Percentage of persons with total income $50,000 and over",23
2012,"Penticton, British Columbia","Percentage of persons with total income $75,000 and over",9
2012,"Penticton, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Kelowna, British Columbia",Number of persons,176440
2012,"Kelowna, British Columbia",Percentage of persons aged 0 to 24 years,27
2012,"Kelowna, British Columbia",Percentage of persons aged 25 to 44 years,24
2012,"Kelowna, British Columbia",Percentage of persons aged 45 to 64 years,29
2012,"Kelowna, British Columbia",Percentage of persons aged 65 years and over,20
2012,"Kelowna, British Columbia","Percentage of persons with total income $15,000 and over",78
2012,"Kelowna, British Columbia","Percentage of persons with total income $25,000 and over",59
2012,"Kelowna, British Columbia","Percentage of persons with total income $35,000 and over",45
2012,"Kelowna, British Columbia","Percentage of persons with total income $50,000 and over",29
2012,"Kelowna, British Columbia","Percentage of persons with total income $75,000 and over",13
2012,"Kelowna, British Columbia","Percentage of persons with total income $100,000 and over",6
2012,"Vernon, British Columbia",Number of persons,59330
2012,"Vernon, British Columbia",Percentage of persons aged 0 to 24 years,26
2012,"Vernon, British Columbia",Percentage of persons aged 25 to 44 years,21
2012,"Vernon, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Vernon, British Columbia",Percentage of persons aged 65 years and over,23
2012,"Vernon, British Columbia","Percentage of persons with total income $15,000 and over",78
2012,"Vernon, British Columbia","Percentage of persons with total income $25,000 and over",57
2012,"Vernon, British Columbia","Percentage of persons with total income $35,000 and over",43
2012,"Vernon, British Columbia","Percentage of persons with total income $50,000 and over",26
2012,"Vernon, British Columbia","Percentage of persons with total income $75,000 and over",12
2012,"Vernon, British Columbia","Percentage of persons with total income $100,000 and over",5
2012,"Salmon Arm, British Columbia",Number of persons,18160
2012,"Salmon Arm, British Columbia",Percentage of persons aged 0 to 24 years,27
2012,"Salmon Arm, British Columbia",Percentage of persons aged 25 to 44 years,20
2012,"Salmon Arm, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Salmon Arm, British Columbia",Percentage of persons aged 65 years and over,24
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $15,000 and over",77
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $35,000 and over",40
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $50,000 and over",24
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $75,000 and over",10
2012,"Salmon Arm, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Kamloops, British Columbia",Number of persons,98950
2012,"Kamloops, British Columbia",Percentage of persons aged 0 to 24 years,29
2012,"Kamloops, British Columbia",Percentage of persons aged 25 to 44 years,25
2012,"Kamloops, British Columbia",Percentage of persons aged 45 to 64 years,30
2012,"Kamloops, British Columbia",Percentage of persons aged 65 years and over,17
2012,"Kamloops, British Columbia","Percentage of persons with total income $15,000 and over",79
2012,"Kamloops, British Columbia","Percentage of persons with total income $25,000 and over",61
2012,"Kamloops, British Columbia","Percentage of persons with total income $35,000 and over",48
2012,"Kamloops, British Columbia","Percentage of persons with total income $50,000 and over",31
2012,"Kamloops, British Columbia","Percentage of persons with total income $75,000 and over",15
2012,"Kamloops, British Columbia","Percentage of persons with total income $100,000 and over",7
2012,"Chilliwack, British Columbia",Number of persons,94410
2012,"Chilliwack, British Columbia",Percentage of persons aged 0 to 24 years,32
2012,"Chilliwack, British Columbia",Percentage of persons aged 25 to 44 years,24
2012,"Chilliwack, British Columbia",Percentage of persons aged 45 to 64 years,26
2012,"Chilliwack, British Columbia",Percentage of persons aged 65 years and over,18
2012,"Chilliwack, British Columbia","Percentage of persons with total income $15,000 and over",76
2012,"Chilliwack, British Columbia","Percentage of persons with total income $25,000 and over",55
2012,"Chilliwack, British Columbia","Percentage of persons with total income $35,000 and over",41
2012,"Chilliwack, British Columbia","Percentage of persons with total income $50,000 and over",26
2012,"Chilliwack, British Columbia","Percentage of persons with total income $75,000 and over",11
2012,"Chilliwack, British Columbia","Percentage of persons with total income $100,000 and over",4
2012,"Abbotsford-Mission, British Columbia",Number of persons,166950
2012,"Abbotsford-Mission, British Columbia",Percentage of persons aged 0 to 24 years,33
2012,"Abbotsford-Mission, British Columbia",Percentage of persons aged 25 to 44 years,27
2012,"Abbotsford-Mission, British Columbia",Percentage of persons aged 45 to 64 years,26
