Ref_Date,GEO,STAT,SUMMARY,Value
2012,Saskatchewan,Average expenditure per household,Self-made alcoholic beverages,F
2013,Saskatchewan,Average expenditure per household,Self-made alcoholic beverages,F
2010,Saskatchewan,Average expenditure per household,"Casinos, bingos and gaming machines",F
2011,Saskatchewan,Average expenditure per household,"Casinos, bingos and gaming machines",F
2012,Saskatchewan,Average expenditure per household,"Casinos, bingos and gaming machines",F
2013,Saskatchewan,Average expenditure per household,"Casinos, bingos and gaming machines",F
2010,Saskatchewan,Average expenditure per household,Non-government lotteries and raffle tickets,F
2011,Saskatchewan,Average expenditure per household,Non-government lotteries and raffle tickets,F
2012,Saskatchewan,Average expenditure per household,Non-government lotteries and raffle tickets,F
2013,Saskatchewan,Average expenditure per household,Non-government lotteries and raffle tickets,F
2010,Saskatchewan,Average expenditure per household,Service charges for banks and other financial institutions,149
2011,Saskatchewan,Average expenditure per household,Service charges for banks and other financial institutions,203
2012,Saskatchewan,Average expenditure per household,Service charges for banks and other financial institutions,232
2013,Saskatchewan,Average expenditure per household,Service charges for banks and other financial institutions,216
2010,Saskatchewan,Average expenditure per household,Stock and bond commissions,53
2011,Saskatchewan,Average expenditure per household,Stock and bond commissions,62
2012,Saskatchewan,Average expenditure per household,Stock and bond commissions,81
2013,Saskatchewan,Average expenditure per household,Stock and bond commissions,83
2010,Saskatchewan,Average expenditure per household,Brokerage fees and other similar services,50
2011,Saskatchewan,Average expenditure per household,Brokerage fees and other similar services,37
2012,Saskatchewan,Average expenditure per household,Brokerage fees and other similar services,69
2013,Saskatchewan,Average expenditure per household,Brokerage fees and other similar services,39
2010,Saskatchewan,Average expenditure per household,Other financial services,177
2011,Saskatchewan,Average expenditure per household,Other financial services,259
2012,Saskatchewan,Average expenditure per household,Other financial services,278
2013,Saskatchewan,Average expenditure per household,Other financial services,171
2010,Saskatchewan,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",65
2011,Saskatchewan,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",52
2012,Saskatchewan,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",136
2013,Saskatchewan,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",109
2010,Saskatchewan,Average expenditure per household,Legal services not related to dwellings,125
2011,Saskatchewan,Average expenditure per household,Legal services not related to dwellings,144
2012,Saskatchewan,Average expenditure per household,Legal services not related to dwellings,196
2013,Saskatchewan,Average expenditure per household,Legal services not related to dwellings,134
2010,Saskatchewan,Average expenditure per household,Dues to unions and professional associations,287
2011,Saskatchewan,Average expenditure per household,Dues to unions and professional associations,252
2012,Saskatchewan,Average expenditure per household,Dues to unions and professional associations,289
2013,Saskatchewan,Average expenditure per household,Dues to unions and professional associations,317
2010,Saskatchewan,Average expenditure per household,Contributions and dues for social clubs and other organizations,31
2011,Saskatchewan,Average expenditure per household,Contributions and dues for social clubs and other organizations,67
2012,Saskatchewan,Average expenditure per household,Contributions and dues for social clubs and other organizations,51
2013,Saskatchewan,Average expenditure per household,Contributions and dues for social clubs and other organizations,83
2010,Saskatchewan,Average expenditure per household,Funeral services,92
2011,Saskatchewan,Average expenditure per household,Funeral services,152
2012,Saskatchewan,Average expenditure per household,Funeral services,168
2013,Saskatchewan,Average expenditure per household,Funeral services,158
2010,Saskatchewan,Average expenditure per household,Government services,31
2011,Saskatchewan,Average expenditure per household,Government services,101
2012,Saskatchewan,Average expenditure per household,Government services,76
2013,Saskatchewan,Average expenditure per household,Government services,91
2010,Saskatchewan,Average expenditure per household,Wholesale/retail memberships,27
2011,Saskatchewan,Average expenditure per household,Wholesale/retail memberships,42
2012,Saskatchewan,Average expenditure per household,Wholesale/retail memberships,35
2013,Saskatchewan,Average expenditure per household,Wholesale/retail memberships,40
2010,Saskatchewan,Average expenditure per household,Other goods and services,173
2011,Saskatchewan,Average expenditure per household,Other goods and services,156
2012,Saskatchewan,Average expenditure per household,Other goods and services,F
2013,Saskatchewan,Average expenditure per household,Other goods and services,F
2010,Saskatchewan,Average expenditure per household,Discounts and refunds,-115
2011,Saskatchewan,Average expenditure per household,Discounts and refunds,-81
2012,Saskatchewan,Average expenditure per household,Discounts and refunds,F
2013,Saskatchewan,Average expenditure per household,Discounts and refunds,F
2010,Saskatchewan,Average expenditure per household,Recycling fees and other environmental fees,20
2011,Saskatchewan,Average expenditure per household,Recycling fees and other environmental fees,8
2012,Saskatchewan,Average expenditure per household,Recycling fees and other environmental fees,10
2013,Saskatchewan,Average expenditure per household,Recycling fees and other environmental fees,4
2010,Saskatchewan,Average expenditure per household,Other general expenditures,14
2011,Saskatchewan,Average expenditure per household,Other general expenditures,F
2012,Saskatchewan,Average expenditure per household,Other general expenditures,F
2013,Saskatchewan,Average expenditure per household,Other general expenditures,F
2010,Alberta,Average expenditure per household,Food expenditures,8836
2011,Alberta,Average expenditure per household,Food expenditures,8512
2012,Alberta,Average expenditure per household,Food expenditures,8414
2013,Alberta,Average expenditure per household,Food expenditures,9295
2010,Alberta,Average expenditure per household,Food purchased from stores,6309
2011,Alberta,Average expenditure per household,Food purchased from stores,6059
2012,Alberta,Average expenditure per household,Food purchased from stores,5844
2013,Alberta,Average expenditure per household,Food purchased from stores,6372
2010,Alberta,Average expenditure per household,Bakery products,532
2011,Alberta,Average expenditure per household,Bakery products,525
2012,Alberta,Average expenditure per household,Bakery products,486
2013,Alberta,Average expenditure per household,Bakery products,615
2010,Alberta,Average expenditure per household,Cereal grains and cereal products,447
2011,Alberta,Average expenditure per household,Cereal grains and cereal products,421
2012,Alberta,Average expenditure per household,Cereal grains and cereal products,372
2013,Alberta,Average expenditure per household,Cereal grains and cereal products,362
2010,Alberta,Average expenditure per household,"Fruit, fruit preparations and nuts",787
2011,Alberta,Average expenditure per household,"Fruit, fruit preparations and nuts",733
2012,Alberta,Average expenditure per household,"Fruit, fruit preparations and nuts",708
2013,Alberta,Average expenditure per household,"Fruit, fruit preparations and nuts",822
2010,Alberta,Average expenditure per household,Vegetables and vegetable preparations,698
2011,Alberta,Average expenditure per household,Vegetables and vegetable preparations,644
2012,Alberta,Average expenditure per household,Vegetables and vegetable preparations,634
2013,Alberta,Average expenditure per household,Vegetables and vegetable preparations,732
2010,Alberta,Average expenditure per household,Dairy products and eggs,932
2011,Alberta,Average expenditure per household,Dairy products and eggs,918
2012,Alberta,Average expenditure per household,Dairy products and eggs,906
2013,Alberta,Average expenditure per household,Dairy products and eggs,993
2010,Alberta,Average expenditure per household,Meat,1156
2011,Alberta,Average expenditure per household,Meat,1107
2012,Alberta,Average expenditure per household,Meat,1096
2013,Alberta,Average expenditure per household,Meat,1044
2010,Alberta,Average expenditure per household,Fish and seafood,201
2011,Alberta,Average expenditure per household,Fish and seafood,187
2012,Alberta,Average expenditure per household,Fish and seafood,157
2013,Alberta,Average expenditure per household,Fish and seafood,182
2010,Alberta,Average expenditure per household,Non-alcoholic beverages and other food products,1556
2011,Alberta,Average expenditure per household,Non-alcoholic beverages and other food products,1525
2012,Alberta,Average expenditure per household,Non-alcoholic beverages and other food products,1484
2013,Alberta,Average expenditure per household,Non-alcoholic beverages and other food products,1622
2010,Alberta,Average expenditure per household,Food purchased from restaurants,2527
2011,Alberta,Average expenditure per household,Food purchased from restaurants,2453
2012,Alberta,Average expenditure per household,Food purchased from restaurants,2571
2013,Alberta,Average expenditure per household,Food purchased from restaurants,2922
2010,Alberta,Average expenditure per household,Restaurant meals,2222
2011,Alberta,Average expenditure per household,Restaurant meals,2118
2012,Alberta,Average expenditure per household,Restaurant meals,2261
2013,Alberta,Average expenditure per household,Restaurant meals,2674
2010,Alberta,Average expenditure per household,Restaurant snacks and beverages,305
2011,Alberta,Average expenditure per household,Restaurant snacks and beverages,336
2012,Alberta,Average expenditure per household,Restaurant snacks and beverages,309
2013,Alberta,Average expenditure per household,Restaurant snacks and beverages,249
2010,Alberta,Average expenditure per household,Shelter,17268
2011,Alberta,Average expenditure per household,Shelter,18300
2012,Alberta,Average expenditure per household,Shelter,19309
2013,Alberta,Average expenditure per household,Shelter,19532
2010,Alberta,Average expenditure per household,Principal accommodation,15444
2011,Alberta,Average expenditure per household,Principal accommodation,16269
2012,Alberta,Average expenditure per household,Principal accommodation,17163
2013,Alberta,Average expenditure per household,Principal accommodation,17022
2010,Alberta,Average expenditure per household,Hotels and motels,478
2011,Alberta,Average expenditure per household,Hotels and motels,469
2012,Alberta,Average expenditure per household,Hotels and motels,611
2013,Alberta,Average expenditure per household,Hotels and motels,651
2010,Alberta,Average expenditure per household,Other accommodation away from home,76
2011,Alberta,Average expenditure per household,Other accommodation away from home,122
2012,Alberta,Average expenditure per household,Other accommodation away from home,230
2013,Alberta,Average expenditure per household,Other accommodation away from home,322
2010,Alberta,Average expenditure per household,"Cell phone, pager and handheld text messaging services",1098
2011,Alberta,Average expenditure per household,"Cell phone, pager and handheld text messaging services",1124
2012,Alberta,Average expenditure per household,"Cell phone, pager and handheld text messaging services",1231
2013,Alberta,Average expenditure per household,"Cell phone, pager and handheld text messaging services",1332
2010,Alberta,Average expenditure per household,Internet access services,389
2011,Alberta,Average expenditure per household,Internet access services,418
2012,Alberta,Average expenditure per household,Internet access services,444
2013,Alberta,Average expenditure per household,Internet access services,503
2010,Alberta,Average expenditure per household,On-line services,11
2011,Alberta,Average expenditure per household,On-line services,15
2012,Alberta,Average expenditure per household,On-line services,19
2013,Alberta,Average expenditure per household,On-line services,27
2010,Alberta,Average expenditure per household,"Postal, courier and other communication services",51
2011,Alberta,Average expenditure per household,"Postal, courier and other communication services",41
2012,Alberta,Average expenditure per household,"Postal, courier and other communication services",42
2013,Alberta,Average expenditure per household,"Postal, courier and other communication services",45
2010,Alberta,Average expenditure per household,Pet food,234
2011,Alberta,Average expenditure per household,Pet food,272
2012,Alberta,Average expenditure per household,Pet food,269
2013,Alberta,Average expenditure per household,Pet food,223
2010,Alberta,Average expenditure per household,Purchase of pets and pet-related goods,105
2011,Alberta,Average expenditure per household,Purchase of pets and pet-related goods,119
2012,Alberta,Average expenditure per household,Purchase of pets and pet-related goods,186
2013,Alberta,Average expenditure per household,Purchase of pets and pet-related goods,95
2010,Alberta,Average expenditure per household,Veterinarian and other services,160
2011,Alberta,Average expenditure per household,Veterinarian and other services,363
2012,Alberta,Average expenditure per household,Veterinarian and other services,320
2013,Alberta,Average expenditure per household,Veterinarian and other services,435
2010,Alberta,Average expenditure per household,Stationery (excluding school supplies),154
2011,Alberta,Average expenditure per household,Stationery (excluding school supplies),128
2012,Alberta,Average expenditure per household,Stationery (excluding school supplies),102
2013,Alberta,Average expenditure per household,Stationery (excluding school supplies),104
2010,Alberta,Average expenditure per household,Other paper supplies,139
2011,Alberta,Average expenditure per household,Other paper supplies,145
2012,Alberta,Average expenditure per household,Other paper supplies,143
2013,Alberta,Average expenditure per household,Other paper supplies,135
2010,Alberta,Average expenditure per household,Plastic and foil supplies,86
2011,Alberta,Average expenditure per household,Plastic and foil supplies,76
2012,Alberta,Average expenditure per household,Plastic and foil supplies,45
2013,Alberta,Average expenditure per household,Plastic and foil supplies,56
2010,Alberta,Average expenditure per household,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",219
2011,Alberta,Average expenditure per household,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",235
2012,Alberta,Average expenditure per household,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",360
2013,Alberta,Average expenditure per household,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",217
2010,Alberta,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",85
2011,Alberta,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",39
2012,Alberta,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",82
2013,Alberta,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",F
2010,Alberta,Average expenditure per household,"Horticultural services, snow and garbage removal",F
2011,Alberta,Average expenditure per household,"Horticultural services, snow and garbage removal",124
2012,Alberta,Average expenditure per household,"Horticultural services, snow and garbage removal",234
2013,Alberta,Average expenditure per household,"Horticultural services, snow and garbage removal",142
2010,Alberta,Average expenditure per household,Child care outside the home,374
2011,Alberta,Average expenditure per household,Child care outside the home,334
2012,Alberta,Average expenditure per household,Child care outside the home,407
2013,Alberta,Average expenditure per household,Child care outside the home,363
2010,Alberta,Average expenditure per household,Child care in the home (regular and occasional),F
2011,Alberta,Average expenditure per household,Child care in the home (regular and occasional),F
2012,Alberta,Average expenditure per household,Child care in the home (regular and occasional),F
2013,Alberta,Average expenditure per household,Child care in the home (regular and occasional),F
2010,Alberta,Average expenditure per household,Household furnishings,1069
2011,Alberta,Average expenditure per household,Household furnishings,982
2012,Alberta,Average expenditure per household,Household furnishings,1221
2013,Alberta,Average expenditure per household,Household furnishings,1289
2010,Alberta,Average expenditure per household,Household appliances,550
2011,Alberta,Average expenditure per household,Household appliances,466
2012,Alberta,Average expenditure per household,Household appliances,638
2013,Alberta,Average expenditure per household,Household appliances,594
2010,Alberta,Average expenditure per household,Home and workshop tools and equipment,48
2011,Alberta,Average expenditure per household,Home and workshop tools and equipment,161
2012,Alberta,Average expenditure per household,Home and workshop tools and equipment,183
2013,Alberta,Average expenditure per household,Home and workshop tools and equipment,216
2010,Alberta,Average expenditure per household,"Lawn, garden and snow-removal equipment and tools",190
2011,Alberta,Average expenditure per household,"Lawn, garden and snow-removal equipment and tools",154
2012,Alberta,Average expenditure per household,"Lawn, garden and snow-removal equipment and tools",216
2013,Alberta,Average expenditure per household,"Lawn, garden and snow-removal equipment and tools",218
2010,Alberta,Average expenditure per household,Non-electric kitchen and cooking equipment,169
2011,Alberta,Average expenditure per household,Non-electric kitchen and cooking equipment,152
2012,Alberta,Average expenditure per household,Non-electric kitchen and cooking equipment,128
2013,Alberta,Average expenditure per household,Non-electric kitchen and cooking equipment,136
2010,Alberta,Average expenditure per household,"Other household equipment, parts and accessories",270
2011,Alberta,Average expenditure per household,"Other household equipment, parts and accessories",247
2012,Alberta,Average expenditure per household,"Other household equipment, parts and accessories",241
2013,Alberta,Average expenditure per household,"Other household equipment, parts and accessories",150
2010,Alberta,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,F
2011,Alberta,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,F
2012,Alberta,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,F
2013,Alberta,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,F
2010,Alberta,Average expenditure per household,Services related to household furnishings and equipment,51
2011,Alberta,Average expenditure per household,Services related to household furnishings and equipment,58
2012,Alberta,Average expenditure per household,Services related to household furnishings and equipment,66
2013,Alberta,Average expenditure per household,Services related to household furnishings and equipment,74
2010,Alberta,Average expenditure per household,Rental of heating equipment,F
2011,Alberta,Average expenditure per household,Rental of heating equipment,F
2012,Alberta,Average expenditure per household,Rental of heating equipment,F
2013,Alberta,Average expenditure per household,Rental of heating equipment,F
2010,Alberta,Average expenditure per household,Home security services,50
2011,Alberta,Average expenditure per household,Home security services,58
2012,Alberta,Average expenditure per household,Home security services,65
2013,Alberta,Average expenditure per household,Home security services,74
2010,Alberta,Average expenditure per household,Clothing (women and girls aged 4 years and over),1269
2011,Alberta,Average expenditure per household,Clothing (women and girls aged 4 years and over),1243
2012,Alberta,Average expenditure per household,Clothing (women and girls aged 4 years and over),1369
2013,Alberta,Average expenditure per household,Clothing (women and girls aged 4 years and over),1387
2010,Alberta,Average expenditure per household,Footwear (women and girls aged 4 years and over),380
2011,Alberta,Average expenditure per household,Footwear (women and girls aged 4 years and over),406
2012,Alberta,Average expenditure per household,Footwear (women and girls aged 4 years and over),482
2013,Alberta,Average expenditure per household,Footwear (women and girls aged 4 years and over),483
2010,Alberta,Average expenditure per household,Athletic footwear (women and girls aged 4 years and over),129
2011,Alberta,Average expenditure per household,Athletic footwear (women and girls aged 4 years and over),129
2012,Alberta,Average expenditure per household,Athletic footwear (women and girls aged 4 years and over),147
2013,Alberta,Average expenditure per household,Athletic footwear (women and girls aged 4 years and over),158
2010,Alberta,Average expenditure per household,Other footwear (women and girls aged 4 years and over),252
2011,Alberta,Average expenditure per household,Other footwear (women and girls aged 4 years and over),277
2012,Alberta,Average expenditure per household,Other footwear (women and girls aged 4 years and over),335
2013,Alberta,Average expenditure per household,Other footwear (women and girls aged 4 years and over),325
2010,Alberta,Average expenditure per household,Accessories (women and girls aged 4 years and over),109
2011,Alberta,Average expenditure per household,Accessories (women and girls aged 4 years and over),121
2012,Alberta,Average expenditure per household,Accessories (women and girls aged 4 years and over),156
2013,Alberta,Average expenditure per household,Accessories (women and girls aged 4 years and over),132
2010,Alberta,Average expenditure per household,Watches and jewellery (women and girls aged 4 years and over),150
2011,Alberta,Average expenditure per household,Watches and jewellery (women and girls aged 4 years and over),205
2012,Alberta,Average expenditure per household,Watches and jewellery (women and girls aged 4 years and over),269
2013,Alberta,Average expenditure per household,Watches and jewellery (women and girls aged 4 years and over),321
2010,Alberta,Average expenditure per household,Watches (women and girls aged 4 years and over),21
2011,Alberta,Average expenditure per household,Watches (women and girls aged 4 years and over),24
2012,Alberta,Average expenditure per household,Watches (women and girls aged 4 years and over),30
2013,Alberta,Average expenditure per household,Watches (women and girls aged 4 years and over),32
2010,Alberta,Average expenditure per household,Jewellery (women and girls aged 4 years and over),129
2011,Alberta,Average expenditure per household,Jewellery (women and girls aged 4 years and over),181
2012,Alberta,Average expenditure per household,Jewellery (women and girls aged 4 years and over),239
2013,Alberta,Average expenditure per household,Jewellery (women and girls aged 4 years and over),289
2010,Alberta,Average expenditure per household,Clothing (men and boys aged 4 years and over),913
2011,Alberta,Average expenditure per household,Clothing (men and boys aged 4 years and over),882
2012,Alberta,Average expenditure per household,Clothing (men and boys aged 4 years and over),1023
2013,Alberta,Average expenditure per household,Clothing (men and boys aged 4 years and over),992
2010,Alberta,Average expenditure per household,Footwear (men and boys aged 4 years and over),303
2011,Alberta,Average expenditure per household,Footwear (men and boys aged 4 years and over),314
2012,Alberta,Average expenditure per household,Footwear (men and boys aged 4 years and over),360
2013,Alberta,Average expenditure per household,Footwear (men and boys aged 4 years and over),341
2010,Alberta,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),156
2011,Alberta,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),153
2012,Alberta,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),172
2013,Alberta,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),157
2010,Alberta,Average expenditure per household,Other footwear (men and boys aged 4 years and over),147
2011,Alberta,Average expenditure per household,Other footwear (men and boys aged 4 years and over),161
2012,Alberta,Average expenditure per household,Other footwear (men and boys aged 4 years and over),188
2013,Alberta,Average expenditure per household,Other footwear (men and boys aged 4 years and over),184
2010,Alberta,Average expenditure per household,Accessories (men and boys aged 4 years and over),68
2011,Alberta,Average expenditure per household,Accessories (men and boys aged 4 years and over),69
2012,Alberta,Average expenditure per household,Accessories (men and boys aged 4 years and over),87
2013,Alberta,Average expenditure per household,Accessories (men and boys aged 4 years and over),92
2010,Alberta,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),123
2011,Alberta,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),56
2012,Alberta,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),86
2013,Alberta,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),75
2010,Alberta,Average expenditure per household,Watches (men and boys aged 4 years and over),21
2011,Alberta,Average expenditure per household,Watches (men and boys aged 4 years and over),37
2012,Alberta,Average expenditure per household,Watches (men and boys aged 4 years and over),25
2013,Alberta,Average expenditure per household,Watches (men and boys aged 4 years and over),44
2010,Alberta,Average expenditure per household,Jewellery (men and boys aged 4 years and over),102
2011,Alberta,Average expenditure per household,Jewellery (men and boys aged 4 years and over),F
2012,Alberta,Average expenditure per household,Jewellery (men and boys aged 4 years and over),61
2013,Alberta,Average expenditure per household,Jewellery (men and boys aged 4 years and over),30
2010,Alberta,Average expenditure per household,Clothing and cloth diapers (children under 4 years),70
2011,Alberta,Average expenditure per household,Clothing and cloth diapers (children under 4 years),76
2012,Alberta,Average expenditure per household,Clothing and cloth diapers (children under 4 years),102
2013,Alberta,Average expenditure per household,Clothing and cloth diapers (children under 4 years),80
2010,Alberta,Average expenditure per household,Footwear (children under 4 years),10
2011,Alberta,Average expenditure per household,Footwear (children under 4 years),13
2012,Alberta,Average expenditure per household,Footwear (children under 4 years),25
2013,Alberta,Average expenditure per household,Footwear (children under 4 years),14
2010,Alberta,Average expenditure per household,Laundry and dry-cleaning services,F
2011,Alberta,Average expenditure per household,Laundry and dry-cleaning services,80
2012,Alberta,Average expenditure per household,Laundry and dry-cleaning services,67
2013,Alberta,Average expenditure per household,Laundry and dry-cleaning services,68
2010,Alberta,Average expenditure per household,Laundromats and self-service dry cleaning,F
2011,Alberta,Average expenditure per household,Laundromats and self-service dry cleaning,43
2012,Alberta,Average expenditure per household,Laundromats and self-service dry cleaning,31
2013,Alberta,Average expenditure per household,Laundromats and self-service dry cleaning,34
2010,Alberta,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2011,Alberta,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2012,Alberta,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2013,Alberta,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2010,Alberta,Average expenditure per household,Automobiles (purchase),1931
2011,Alberta,Average expenditure per household,Automobiles (purchase),1513
2012,Alberta,Average expenditure per household,Automobiles (purchase),1806
2013,Alberta,Average expenditure per household,Automobiles (purchase),2165
2010,Alberta,Average expenditure per household,"Vans (including mini-vans, purchase)",297
2011,Alberta,Average expenditure per household,"Vans (including mini-vans, purchase)",272
2012,Alberta,Average expenditure per household,"Vans (including mini-vans, purchase)",452
2013,Alberta,Average expenditure per household,"Vans (including mini-vans, purchase)",345
2010,Alberta,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",3011
2011,Alberta,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",3580
2012,Alberta,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",3921
2013,Alberta,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",3785
2010,Alberta,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",157
2011,Alberta,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",148
2012,Alberta,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",132
2013,Alberta,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",136
2010,Alberta,Average expenditure per household,Private and public vehicle insurance premiums,1656
2011,Alberta,Average expenditure per household,Private and public vehicle insurance premiums,1685
2012,Alberta,Average expenditure per household,Private and public vehicle insurance premiums,1732
2013,Alberta,Average expenditure per household,Private and public vehicle insurance premiums,1784
2010,Alberta,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",295
2011,Alberta,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",439
2012,Alberta,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",586
2013,Alberta,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",568
2010,Alberta,Average expenditure per household,Maintenance and repairs of vehicles,484
2011,Alberta,Average expenditure per household,Maintenance and repairs of vehicles,928
2012,Alberta,Average expenditure per household,Maintenance and repairs of vehicles,1186
2013,Alberta,Average expenditure per household,Maintenance and repairs of vehicles,1230
2010,Alberta,Average expenditure per household,Vehicle security and communication services,19
2011,Alberta,Average expenditure per household,Vehicle security and communication services,14
2012,Alberta,Average expenditure per household,Vehicle security and communication services,14
2013,Alberta,Average expenditure per household,Vehicle security and communication services,21
2010,Alberta,Average expenditure per household,Gas and other fuels (all vehicles and tools),2404
2011,Alberta,Average expenditure per household,Gas and other fuels (all vehicles and tools),2774
2012,Alberta,Average expenditure per household,Gas and other fuels (all vehicles and tools),2581
2013,Alberta,Average expenditure per household,Gas and other fuels (all vehicles and tools),2670
2010,Alberta,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),249
2011,Alberta,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),189
2012,Alberta,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),276
2013,Alberta,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),269
2010,Alberta,Average expenditure per household,"Other automobile, van and truck operation services",53
2011,Alberta,Average expenditure per household,"Other automobile, van and truck operation services",62
2012,Alberta,Average expenditure per household,"Other automobile, van and truck operation services",55
2013,Alberta,Average expenditure per household,"Other automobile, van and truck operation services",82
2010,Alberta,Average expenditure per household,Driving lessons,28
2011,Alberta,Average expenditure per household,Driving lessons,16
2012,Alberta,Average expenditure per household,Driving lessons,15
2013,Alberta,Average expenditure per household,Driving lessons,27
2010,Alberta,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",196
2011,Alberta,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",236
2012,Alberta,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",180
2013,Alberta,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",187
2010,Alberta,Average expenditure per household,Taxi (including tips),108
2011,Alberta,Average expenditure per household,Taxi (including tips),129
2012,Alberta,Average expenditure per household,Taxi (including tips),79
2013,Alberta,Average expenditure per household,Taxi (including tips),89
2010,Alberta,Average expenditure per household,Other local passenger transportation,F
2011,Alberta,Average expenditure per household,Other local passenger transportation,F
2012,Alberta,Average expenditure per household,Other local passenger transportation,30
2013,Alberta,Average expenditure per household,Other local passenger transportation,20
2010,Alberta,Average expenditure per household,Airplane,882
2011,Alberta,Average expenditure per household,Airplane,922
2012,Alberta,Average expenditure per household,Airplane,1041
2013,Alberta,Average expenditure per household,Airplane,1234
2010,Alberta,Average expenditure per household,Inter-city bus,10
2011,Alberta,Average expenditure per household,Inter-city bus,5
2012,Alberta,Average expenditure per household,Inter-city bus,6
2013,Alberta,Average expenditure per household,Inter-city bus,8
2010,Alberta,Average expenditure per household,Other inter-city passenger transportation services,21
2011,Alberta,Average expenditure per household,Other inter-city passenger transportation services,27
2012,Alberta,Average expenditure per household,Other inter-city passenger transportation services,32
2013,Alberta,Average expenditure per household,Other inter-city passenger transportation services,23
2010,Alberta,Average expenditure per household,"Household moving, storage and delivery services",110
2011,Alberta,Average expenditure per household,"Household moving, storage and delivery services",91
2012,Alberta,Average expenditure per household,"Household moving, storage and delivery services",100
2013,Alberta,Average expenditure per household,"Household moving, storage and delivery services",173
2010,Alberta,Average expenditure per household,Prescribed medicines and pharmaceutical products,444
2011,Alberta,Average expenditure per household,Prescribed medicines and pharmaceutical products,476
2012,Alberta,Average expenditure per household,Prescribed medicines and pharmaceutical products,459
2013,Alberta,Average expenditure per household,Prescribed medicines and pharmaceutical products,440
2010,Alberta,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",407
2011,Alberta,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",421
2012,Alberta,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",478
2013,Alberta,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",364
2010,Alberta,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),96
2011,Alberta,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),138
2012,Alberta,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),181
2013,Alberta,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),174
2010,Alberta,Average expenditure per household,Health care by general practitioners and specialists,27
2011,Alberta,Average expenditure per household,Health care by general practitioners and specialists,58
